datetime,year,month,day,hour,system:time_start,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi
1991-01-01 00:00:00,1991,1,1,0,662688000,12.364508527984123,6.057235393388047,99.91033973966344,0.8054254663296453,0.0,0.08,0.3267701046298027
1991-01-01 06:00:00,1991,1,1,6,662709600,17.962720970336544,3.7995541669116815,99.09125452193156,0.2650843095705504,0.0,0.08,0.33909311576883977
1991-01-01 12:00:00,1991,1,1,12,662731200,22.46125961430486,15.398313313049702,99.67944806103303,13.75427647540977,0.0,0.08,0.332968129539456
1991-01-01 18:00:00,1991,1,1,18,662752800,18.06527306698217,4.671207284111714,99.28536295574388,0.577273065794178,2.6064513278099284,0.08,0.3093130839620285
1991-01-02 00:00:00,1991,1,2,0,662774400,12.953386678060316,6.862793452442004,99.39192317747583,0.4421155746038694,0.0,0.08,0.33173285655799317
1991-01-02 06:00:00,1991,1,2,6,662796000,15.200947445446015,7.778530312885191,99.38432237215488,0.2867073623556238,0.0,0.08,0.2674862969345515
1991-01-02 12:00:00,1991,1,2,12,662817600,23.602093921902583,4.900571133728545,99.53219714842297,13.937434216226857,0.0,0.08,0.33477051838933586
1991-01-02 18:00:00,1991,1,2,18,662839200,19.661204814585066,7.34401689719925,99.69004655243961,0.3757075764785543,0.0,0.08,0.3006562380087423
1991-01-03 00:00:00,1991,1,3,0,662860800,14.362511078606811,5.947436565728018,99.41363038283515,0.8634899650947485,0.0,0.08,0.37991570423029397
1991-01-03 06:00:00,1991,1,3,6,662882400,18.644462000012016,5.7052259950070265,99.79435795222327,0.515451913011333,0.0,0.08,0.3088905341055704
1991-01-03 12:00:00,1991,1,3,12,662904000,21.204127089207745,3.9655429740208565,99.47553239002822,13.280147734483997,0.0,0.08,0.3118341139308468
1991-01-03 18:00:00,1991,1,3,18,662925600,16.070270278968948,4.120616202748142,99.69291729649835,0.2544397406577686,0.0,0.08,0.3388199829239132
1991-01-04 00:00:00,1991,1,4,0,662947200,11.113338867240515,4.54140816775492,99.9768710118266,0.4829944262861532,0.0,0.08,0.3014890369573133
1991-01-04 06:00:00,1991,1,4,6,662968800,17.800700175116948,3.7899513040336283,100.30716460377909,0.614520469247326,0.0,0.08,0.2997552996583926
1991-01-04 12:00:00,1991,1,4,12,662990400,23.27252640647212,4.387304400230731,99.64549270312766,13.454060374188384,0.0,0.08,0.29774607180032653
1991-01-04 18:00:00,1991,1,4,18,663012000,20.09823089307091,6.0411260211664235,99.58837686034724,0.7363589398374998,0.0,0.08,0.30358675500593696
1991-01-05 00:00:00,1991,1,5,0,663033600,13.925237600341067,10.184181025381209,99.44686077546697,0.23610556211199718,0.0,0.0943734760526276,0.29852060687650533
1991-01-05 06:00:00,1991,1,5,6,663055200,16.135454126183827,6.70194918102869,99.49465492369293,0.6416824983058464,0.0,0.08,0.3455947668696556
1991-01-05 12:00:00,1991,1,5,12,663076800,22.834640124000167,5.228809932632198,99.15335269586741,13.90170665156198,0.0,0.08,0.30291443998269557
1991-01-05 18:00:00,1991,1,5,18,663098400,18.04082013989455,6.064059585410156,99.65797769923473,0.41261449261194755,0.0,0.08,0.32597896795873993
1991-01-06 00:00:00,1991,1,6,0,663120000,13.883863412661114,4.00481104428445,99.71850624460869,0.6909030202846677,0.0,0.08,0.34853956821615534
