datetime,year,month,day,hour,system:time_start,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi,modis_et_mm
2012-01-01 00:00:00,2012,1,1,0,1325376000,12.730098828386506,3.97018600085368,99.39126351523652,0.8529423871220246,0.0,0.08,0.3148873861937578,2.2616700362918114
2012-01-01 06:00:00,2012,1,1,6,1325397600,16.775240806888803,6.874418847291285,99.71700269111071,0.07885949998978636,0.0,0.09655393354261067,0.3166127072510407,2.7113272077057284
2012-01-01 12:00:00,2012,1,1,12,1325419200,21.84967037045093,4.790624921341001,99.30066229971676,13.704884363475689,0.0,0.08,0.35599421252310387,4.775918500908746
2012-01-01 18:00:00,2012,1,1,18,1325440800,19.94675186126024,11.859508695766287,99.89934141848094,0.7829060792731615,0.0,0.08,0.3204085715045564,3.4581230046656066
2012-01-02 00:00:00,2012,1,2,0,1325462400,13.649248342143803,4.4067735166472355,99.44023757779819,0.2040618658404797,0.0,0.08,0.2587000962845117,2.150336849395523
2012-01-02 06:00:00,2012,1,2,6,1325484000,16.35881605648857,3.784995371947486,99.63301397151236,0.9604344157383742,0.0,0.08,0.34731818597859515,3.2153158235341954
2012-01-02 12:00:00,2012,1,2,12,1325505600,24.544756931226974,4.413276298452464,99.64972476651246,13.607200137195933,0.0,0.08,0.36052608124072766,4.901860111418842
2012-01-02 18:00:00,2012,1,2,18,1325527200,18.508437595678544,5.46130865917671,99.362190312211,0.577528524807294,0.0,0.08,0.26012414146149715,2.385658367812012
2012-01-03 00:00:00,2012,1,3,0,1325548800,15.43023176739106,3.71012030879956,99.79364220140192,0.6799504324221509,0.0,0.08,0.3330026544544651,3.0861272033474965
2012-01-03 06:00:00,2012,1,3,6,1325570400,19.104027800749023,4.194577431953976,99.10835525409821,0.07088458437593925,0.0,0.08,0.34779563591603885,2.8718071854565346
2012-01-03 12:00:00,2012,1,3,12,1325592000,24.030069452311395,8.496258825462846,99.08014353063642,13.150220262464233,0.0,0.08,0.3085047471728989,5.101680641524287
2012-01-03 18:00:00,2012,1,3,18,1325613600,16.625261807138045,7.044603286863232,99.52325996303544,0.11039562134607445,0.0,0.08,0.264755249249416,2.685270890229726
2012-01-04 00:00:00,2012,1,4,0,1325635200,15.633091107005557,8.777225602658799,99.73177358954395,0.4172471531264962,0.0,0.08,0.2889114232724987,2.7198856863449254
2012-01-04 06:00:00,2012,1,4,6,1325656800,18.156132276814024,7.305584780617297,99.99361264815835,0.13836555084566837,0.0,0.08,0.3204571691769696,3.14810265460795
2012-01-04 12:00:00,2012,1,4,12,1325678400,26.717774776007108,7.702232277605647,99.59072264684775,13.52470687460808,0.0,0.08,0.29829139348263073,5.27593261314712
2012-01-04 18:00:00,2012,1,4,18,1325700000,19.196908859891234,5.18223697020642,98.67710901102865,0.2901565684889214,0.0,0.08,0.35522662395542987,3.130751872384294
2012-01-05 00:00:00,2012,1,5,0,1325721600,12.390374057004212,3.765090704211667,99.48166687911716,0.4380312300684118,0.0,0.08,0.2650869346805306,2.2561058084788375
2012-01-05 06:00:00,2012,1,5,6,1325743200,17.558058710396768,4.38758981145566,99.31843002565023,0.583078637852193,0.0,0.08,0.30364056900280056,2.8832143732373945
2012-01-05 12:00:00,2012,1,5,12,1325764800,23.908437908661064,10.727422968307241,99.5677291119942,13.31247762690171,0.0,0.08746178425030895,0.27288664482611413,4.791900387740335
2012-01-05 18:00:00,2012,1,5,18,1325786400,19.87571454917415,4.42660172985362,99.10950729274724,0.29190995592477803,0.0,0.08,0.3125527994653435,2.976713531476542
2012-01-06 00:00:00,2012,1,6,0,1325808000,13.265226637218435,4.773684750110709,99.14426753992183,0.03212198572302982,0.0,0.08,0.28312347145980277,2.5692129014357414
2012-01-06 06:00:00,2012,1,6,6,1325829600,17.405102513660054,4.025989099902891,99.51607075879464,0.3402772060672701,0.0,0.08,0.3340827241088292,2.902703597309099
2012-01-06 12:00:00,2012,1,6,12,1325851200,23.408652211281982,4.14491840807482,99.59875039967704,13.466268404928257,0.0,0.08,0.33110521712012403,4.742972142826182
2012-01-06 18:00:00,2012,1,6,18,1325872800,19.13520185209558,5.53778536283619,99.13735346489163,0.8976211571386175,0.0,0.08,0.34759135379468953,3.425606260103358
2012-01-07 00:00:00,2012,1,7,0,1325894400,11.59820272501077,7.0011708577612515,100.1729224352535,0.189211569790267,0.0,0.08,0.27813422626316314,2.6448190445630626
2012-01-07 06:00:00,2012,1,7,6,1325916000,17.88766314185667,4.019989252804664,99.45351090001961,0.6778947725770869,0.0,0.08,0.308321137157628,2.6925356521124244
2012-01-07 12:00:00,2012,1,7,12,1325937600,24.855966350855002,5.740767528025135,99.72076524458525,14.035077921316502,14.665944561456879,0.20797108108892098,0.26206378137718395,5.549054554053674
2012-01-07 18:00:00,2012,1,7,18,1325959200,18.290046107327218,3.757767781186456,99.24931911160141,0.6106079268302296,0.0,0.08,0.320193152463401,3.277310937420655
2012-01-08 00:00:00,2012,1,8,0,1325980800,13.505332748199583,4.204032175934853,99.47545426294478,0.47674194059059605,0.0,0.08,0.26597026960748155,2.4801540474825208
2012-01-08 06:00:00,2012,1,8,6,1326002400,19.367168583322243,4.325145488088401,99.36689297826811,0.12328207814338488,0.0,0.08,0.2789559854033407,2.907439432938815
2012-01-08 12:00:00,2012,1,8,12,1326024000,24.47638114784879,4.011579966060793,99.70697764316763,13.927598283567363,0.0,0.08,0.3208708965601116,5.000149511983522
2012-01-08 18:00:00,2012,1,8,18,1326045600,17.484780049872374,4.052814831530364,99.45427994431044,0.5619852793722434,0.0,0.08,0.28936229289649873,2.4666876273002334
2012-01-09 00:00:00,2012,1,9,0,1326067200,12.549474791741794,4.348326449498773,99.77042656205938,0.6439296437817471,0.0,0.08,0.268442260202663,2.575271883577156
2012-01-09 06:00:00,2012,1,9,6,1326088800,17.829102399028564,4.9698217158798945,99.57447792166869,0.8652413975397237,0.0,0.08,0.2817047090508617,2.795023576393487
2012-01-09 12:00:00,2012,1,9,12,1326110400,20.638822889778424,4.150977074895306,99.15670128961263,14.150994777881348,0.0,0.08,0.3288569026606342,4.767602497259385
2012-01-09 18:00:00,2012,1,9,18,1326132000,15.202472479938598,5.722138544701015,100.00810214910473,0.5170859686466455,0.0,0.08,0.28927463294253636,2.8432433107925177
2012-01-10 00:00:00,2012,1,10,0,1326153600,12.42054029798078,6.137512898689619,99.47602881104555,0.5333377905468033,0.0,0.08,0.20782612808326084,2.1325098015475126
2012-01-10 06:00:00,2012,1,10,6,1326175200,20.284632214480016,5.146982605247489,99.51483080155961,0.25590400175145445,0.0,0.08,0.267767437824459,2.634178773180389
2012-01-10 12:00:00,2012,1,10,12,1326196800,21.649776535096986,4.739446520541579,99.1603522349445,14.097778879108679,0.0,0.08,0.304609880340646,4.615756501568702
2012-01-10 18:00:00,2012,1,10,18,1326218400,17.924020197992842,5.2224395685644005,99.42181007412981,0.43996735224969646,5.643348981214848,0.08,0.26466871139532466,2.6250769680858306
2012-01-11 00:00:00,2012,1,11,0,1326240000,14.474977284095049,3.8877823266112985,99.43623277010684,0.5555947370513844,0.0,0.08,0.28891461009704117,2.5749274599807124
2012-01-11 06:00:00,2012,1,11,6,1326261600,17.4328383846043,4.964834789859356,99.562629487334,0.5295014479312884,0.0,0.08,0.2886162725343511,2.6624022500492797
2012-01-11 12:00:00,2012,1,11,12,1326283200,27.976805029998413,7.759313943384347,99.54227654604904,13.813586465678778,0.0,0.08,0.28926800268357405,4.939917148894811
2012-01-11 18:00:00,2012,1,11,18,1326304800,19.47874746946392,5.125997173911106,100.01075744547937,0.30938304567851876,0.0,0.08,0.22412643802685223,2.4094183904892197
2012-01-12 00:00:00,2012,1,12,0,1326326400,15.448087220719422,5.151410012538838,99.51932696154994,0.3144093230819708,0.0,0.08,0.26769107788126684,2.3677716797296946
2012-01-12 06:00:00,2012,1,12,6,1326348000,18.3106237422904,4.494192362360679,99.72744957436117,0.3505812972485649,0.0,0.08,0.3355642288708396,2.8214205293667693
2012-01-12 12:00:00,2012,1,12,12,1326369600,26.585336642833013,7.447387412234903,99.80490396889236,13.602980669201251,0.0,0.08,0.2651678105646942,4.993535536024419
2012-01-12 18:00:00,2012,1,12,18,1326391200,19.99265721941737,4.096618648378095,99.94875396080266,0.9348012226540128,0.0,0.08,0.30587905034843377,2.8910789562207637
2012-01-13 00:00:00,2012,1,13,0,1326412800,16.337355090368224,4.171015891407901,99.1197039684508,0.7861710700684964,0.0,0.08,0.3047935432290687,2.6952936279730504
2012-01-13 06:00:00,2012,1,13,6,1326434400,17.65053259328724,4.841077851632106,99.81791357599901,0.5642336696648704,0.0,0.08,0.24574567822899032,2.731624969968705
2012-01-13 12:00:00,2012,1,13,12,1326456000,24.882884778101204,5.57732816157209,99.53680432595534,14.306483886638667,0.0,0.08,0.3030624174796567,4.751797032157662
