datetime,year,month,day,hour,system:time_start,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi
1996-01-01 00:00:00,1996,1,1,0,820454400,13.731745384530063,6.399028959646877,99.719705175989,0.9603613820258131,0.0,0.08,0.29763115985203586
1996-01-01 06:00:00,1996,1,1,6,820476000,17.701162244548826,3.733563766473297,99.28913146876667,0.7342275695097641,0.0,0.08,0.2945327783066827
1996-01-01 12:00:00,1996,1,1,12,820497600,22.15197604278088,4.826452098397339,99.44614305808246,13.514584220003549,0.0,0.08869511509429656,0.3001935252711017
1996-01-01 18:00:00,1996,1,1,18,820519200,14.479689174499505,3.890810692162425,99.10537905449421,0.2720912539784012,0.0,0.08329476175519045,0.36962497538655864
1996-01-02 00:00:00,1996,1,2,0,820540800,12.735490689568227,3.827769231721012,100.23781238830334,0.9894202956613241,0.0,0.08360365849447227,0.29592997842105534
1996-01-02 06:00:00,1996,1,2,6,820562400,15.02751917820012,6.815927458457141,99.05046930605188,0.17107746694531378,0.0,0.08361169762487244,0.28175461806392127
1996-01-02 12:00:00,1996,1,2,12,820584000,23.418771316464817,3.8172578262976415,99.73627673308697,13.913429802559952,0.0,0.08,0.32834941258999706
1996-01-02 18:00:00,1996,1,2,18,820605600,19.33788761388231,4.911036518078396,99.47650364427825,0.2851421820108861,0.0,0.08,0.31829383997383415
1996-01-03 00:00:00,1996,1,3,0,820627200,11.725238960956757,3.7835471844177597,99.40060399995446,0.0010054574889787338,0.0,0.08,0.2792555163517259
1996-01-03 06:00:00,1996,1,3,6,820648800,20.172200778384003,4.372684099634774,99.1788756602182,0.853986736967861,0.0,0.08,0.3368982978365688
1996-01-03 12:00:00,1996,1,3,12,820670400,23.480580998795105,3.674368543955982,99.63556383680475,14.002047398253413,0.0,0.08,0.2937782568881708
1996-01-03 18:00:00,1996,1,3,18,820692000,16.95563339691245,5.30331550848135,99.64018609281258,0.7684548106579704,0.0,0.08,0.3160226876975572
1996-01-04 00:00:00,1996,1,4,0,820713600,13.5176416979328,3.9759021958945633,99.79491709704347,0.9036797405795027,0.0,0.08,0.31891461432234186
1996-01-04 06:00:00,1996,1,4,6,820735200,17.816343973067504,3.8139904699600664,99.47544763147965,0.6257639255226463,0.0,0.08,0.3053126531675107
