datetime,year,month,day,hour,system:time_start,region,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi,modis_et_mm
2020-01-01 00:00:00,2020,1,1,0,1577836800,kolhapur,13.922284497471594,5.9405092625863745,99.22752498516503,0.4445735010694285,0.0,0.08,0.39792442665356664,2.5684256780285226
2020-01-01 06:00:00,2020,1,1,6,1577858400,kolhapur,17.96981681619797,3.868121326126098,99.95563701630165,0.7423699370897818,0.0,0.08,0.28568510055051133,2.8966780315715415
2020-01-01 12:00:00,2020,1,1,12,1577880000,kolhapur,24.148746075105784,4.740627902755175,99.6530894657674,13.32598545056045,0.0,0.08,0.36759930798509577,5.0717401777091595
2020-01-01 18:00:00,2020,1,1,18,1577901600,kolhapur,20.461758052566783,5.506980558085956,99.80902601489633,0.05845798723687861,0.0,0.08,0.3486175498866716,2.934727149422578
2020-01-02 00:00:00,2020,1,2,0,1577923200,kolhapur,12.85596629653563,4.987244673181268,99.30205703458405,0.29992939747306624,0.0,0.08,0.3085289824293344,2.386508380320243
2020-01-02 06:00:00,2020,1,2,6,1577944800,kolhapur,17.855990923196863,3.8640605183842935,99.75576496885968,0.47430866486843026,0.0,0.08,0.3717942877915363,2.91627212610132
2020-01-02 12:00:00,2020,1,2,12,1577966400,kolhapur,25.576015581881723,4.210284473218604,99.1718272306211,13.28332758830677,0.0,0.08,0.26747142889663184,5.035110760421438
2020-01-02 18:00:00,2020,1,2,18,1577988000,kolhapur,19.358348452349997,5.8489024797751,99.76648165099066,0.3547972896563903,0.0,0.08,0.30726173254931577,2.864846371266779
2020-01-03 00:00:00,2020,1,3,0,1578009600,kolhapur,12.535277046285515,4.789346003629145,99.55021861822654,0.3999830182935685,0.0,0.08,0.28065767143590803,2.272639853705644
2020-01-03 06:00:00,2020,1,3,6,1578031200,kolhapur,19.05332869056689,3.585294504586248,99.66464218228391,0.05739184368827355,0.0,0.08,0.3292746415101241,2.503194204739377
2020-01-03 12:00:00,2020,1,3,12,1578052800,kolhapur,22.544362085969247,5.724309101076316,99.14598843460102,13.717715562017895,0.0,0.08112464056603436,0.28352021452836496,5.029403806927089
2020-01-03 18:00:00,2020,1,3,18,1578074400,kolhapur,17.540893994832558,3.631354316802212,99.2301458636055,0.8843434279712891,0.0,0.08,0.32990405596621986,2.6751503502458087
2020-01-04 00:00:00,2020,1,4,0,1578096000,kolhapur,13.637023906110214,5.6572638322330455,99.6767987707826,0.15174291295305242,0.0,0.08,0.30532625503276006,2.5243865208726124
2020-01-04 06:00:00,2020,1,4,6,1578117600,kolhapur,15.404160131774464,3.942577243181288,99.21312590403933,0.597808013401514,0.0,0.08,0.2965387292277242,2.547334282920234
2020-01-04 12:00:00,2020,1,4,12,1578139200,kolhapur,20.68670374999161,8.36095871954316,99.63659219293632,13.819690076288817,0.0,0.08,0.322578764888406,4.843093812334659
2020-01-04 18:00:00,2020,1,4,18,1578160800,kolhapur,17.4306492048997,4.291361852137885,99.08748896336851,0.41933468041928995,0.0,0.08,0.30286069878926475,2.857971235352978
2020-01-05 00:00:00,2020,1,5,0,1578182400,kolhapur,11.791715048519956,4.222809714561205,99.75075043873461,0.70109758736427,0.0,0.08,0.27227909259982536,2.489996500638478
2020-01-05 06:00:00,2020,1,5,6,1578204000,kolhapur,18.782332727914504,3.8707646106088482,99.12654118050406,0.41073154349101204,0.0,0.08,0.3889793275806459,3.075585003425438
2020-01-05 12:00:00,2020,1,5,12,1578225600,kolhapur,21.948925615739775,4.176016977629455,99.66198815623846,13.681566409521217,0.0,0.08,0.29032312240072217,4.750572375929584
2020-01-05 18:00:00,2020,1,5,18,1578247200,kolhapur,16.192506177018654,6.768050616371128,99.68398745502842,0.007353044554428593,0.0,0.08,0.23840986548703608,2.6000437845532267
2020-01-06 00:00:00,2020,1,6,0,1578268800,kolhapur,15.548594540647088,12.067771892234738,99.28563927438265,0.6917201141346888,0.0,0.08,0.27370732038640205,3.0871805861152652
2020-01-06 06:00:00,2020,1,6,6,1578290400,kolhapur,18.01145693653495,4.343686198574322,99.66927879003694,0.6613426789447244,0.0,0.08,0.2609519804268618,2.6404044804690847
2020-01-06 12:00:00,2020,1,6,12,1578312000,kolhapur,23.451413694296644,4.547623636936707,99.57280349891158,13.238737429027621,0.0,0.08,0.32375464955925914,4.982837975934491
2020-01-06 18:00:00,2020,1,6,18,1578333600,kolhapur,16.212999107944572,5.575236603038517,99.3330182630537,0.3682501073951347,0.0,0.08,0.30861986086579124,2.8781164036864935
2020-01-07 00:00:00,2020,1,7,0,1578355200,kolhapur,12.574973782850996,6.9402255865435505,99.19018231723487,0.9790318407916674,0.0,0.08,0.3049789295252293,2.715320877965767
2020-01-07 06:00:00,2020,1,7,6,1578376800,kolhapur,18.55793175420357,5.028888610366955,98.90396101495595,0.4207365625686168,0.0,0.08,0.28191687149640166,2.7123373570034
2020-01-07 12:00:00,2020,1,7,12,1578398400,kolhapur,21.665057503505317,4.425512966532926,99.59764373664764,13.727111630855568,0.0,0.08,0.28463703805981133,4.608075594323688
2020-01-07 18:00:00,2020,1,7,18,1578420000,kolhapur,18.955094897157277,4.478441732074535,99.02330789104911,0.9099301581597202,0.0,0.08,0.2818896123632889,2.910165376580763
2020-01-08 00:00:00,2020,1,8,0,1578441600,kolhapur,12.534270865704652,5.490126561303663,99.51913571196462,0.7172618758657564,0.0,0.08,0.28464589947198904,2.189307864381068
2020-01-08 06:00:00,2020,1,8,6,1578463200,kolhapur,17.997688275892944,3.7107533381982494,99.41149798730756,0.5820701311242236,0.0,0.08,0.3121416980569982,3.034793421071653
