datetime,year,month,day,hour,system:time_start,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi
1997-01-01 00:00:00,1997,1,1,0,852076800,8.224528061472501,5.537826406043964,99.73218870284887,0.12963537722139262,0.0,0.08,0.34262336126404663
1997-01-01 06:00:00,1997,1,1,6,852098400,16.71075778002767,5.623246664903238,99.32093507127485,0.9335728401732759,0.0,0.08,0.35140216461518686
1997-01-01 12:00:00,1997,1,1,12,852120000,22.300164511558787,4.041660266356002,99.64709606224693,13.408628171500608,0.0,0.08,0.35199148749944026
1997-01-01 18:00:00,1997,1,1,18,852141600,18.175692179152005,4.606013587040227,99.74036719147043,0.71533361771197,0.0,0.08,0.32452110779361587
1997-01-02 00:00:00,1997,1,2,0,852163200,16.459148006409457,5.607130019060081,99.42946651070439,0.28585913572043464,0.0,0.08,0.3423612354677032
1997-01-02 06:00:00,1997,1,2,6,852184800,17.994666871006494,4.996469053354252,99.15516151739895,0.6976295617797744,0.0,0.08,0.31754312707794036
1997-01-02 12:00:00,1997,1,2,12,852206400,22.706412416702985,3.811793776833966,99.41151426404888,13.946162565806931,0.0,0.08,0.27477715160754396
1997-01-02 18:00:00,1997,1,2,18,852228000,14.426447931443912,4.45722367903105,99.89800147897559,0.7586250314004429,0.0,0.08,0.3711955939656749
1997-01-03 00:00:00,1997,1,3,0,852249600,12.86643212985647,5.9822117373739125,99.45896450003686,0.5394626613351993,0.0,0.08,0.27594165854139074
1997-01-03 06:00:00,1997,1,3,6,852271200,19.18777350162515,5.51750001527043,99.27630187577769,0.6193149578812843,0.0,0.08,0.25939269817721355
1997-01-03 12:00:00,1997,1,3,12,852292800,22.60827736245657,4.027897702205522,98.49288437833499,13.136950312533799,0.0,0.08,0.3155383380843764
1997-01-03 18:00:00,1997,1,3,18,852314400,17.209124505567143,3.9931420277215346,99.60108551760248,0.9573819156453262,0.0,0.08,0.2620965666480641
1997-01-04 00:00:00,1997,1,4,0,852336000,12.297451853388697,5.544875384462101,99.32258161569824,0.02290922342313484,0.0,0.08,0.2818009153914158
