datetime,year,month,day,hour,system:time_start,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi,modis_et_mm
2023-01-01 00:00:00,2023,1,1,0,1672531200,11.230864833170509,5.75245005561634,99.61629774364363,0.17417948111216341,0.0,0.08,0.3163681524095419,2.3897986574052466
2023-01-01 06:00:00,2023,1,1,6,1672552800,20.310301502302387,4.122630799105862,99.3241640025691,0.7950632829687612,0.0,0.08,0.3680857300649741,3.3365344713038385
2023-01-01 12:00:00,2023,1,1,12,1672574400,23.79211512364819,3.769583806353618,99.34562410070741,13.366983499700769,0.0,0.08,0.32104491147373104,4.952987924949508
2023-01-01 18:00:00,2023,1,1,18,1672596000,14.24746005048365,3.8794561647989823,99.58759338793757,0.3295123362566475,0.0,0.08,0.3216671772592121,2.3342779080999083
2023-01-02 00:00:00,2023,1,2,0,1672617600,11.206476341144995,6.444862297196626,99.17722665357603,0.8887398861845247,0.0,0.08,0.3315436603896485,2.8121240164723473
2023-01-02 06:00:00,2023,1,2,6,1672639200,16.905203936625806,5.555565866551909,99.22873497989868,0.5241327043520465,0.0,0.08,0.2794850255517533,2.7404771494541413
2023-01-02 12:00:00,2023,1,2,12,1672660800,21.670567150751495,4.896563121061644,99.61490593167527,14.0741109956647,0.0,0.08,0.3098903260164069,5.127733591719006
2023-01-02 18:00:00,2023,1,2,18,1672682400,18.688412057575068,3.723670310768986,99.82986436312386,0.2508679027371014,0.0,0.08,0.3580151597302492,2.7785089307648825
2023-01-03 00:00:00,2023,1,3,0,1672704000,14.20125137560553,3.6849280295510876,99.16918465593871,0.6786127599706802,0.0,0.08,0.31443189284587036,2.4538100007512105
2023-01-03 06:00:00,2023,1,3,6,1672725600,18.032791367176927,7.2453620877605385,99.41658035932483,0.3084305272632556,0.0,0.08,0.33564949786743636,2.886931571986349
2023-01-03 12:00:00,2023,1,3,12,1672747200,25.345234773332614,5.580806942651779,99.10487654387349,13.725419870593496,0.0,0.08,0.3048495140019151,4.826046020929777
2023-01-03 18:00:00,2023,1,3,18,1672768800,18.90746694830618,3.7556384817820483,99.0035013117419,0.7548718932549188,0.0,0.08,0.28231716880454516,2.7078406213765382
2023-01-04 00:00:00,2023,1,4,0,1672790400,13.39603813500022,4.312786585787101,99.48800307986421,0.8251961173987825,0.0,0.08,0.29326051171107065,2.7074346997494123
2023-01-04 06:00:00,2023,1,4,6,1672812000,16.400724487892933,5.10255153865767,99.78980361531328,0.3454308810967158,0.0,0.08,0.3301131058836325,2.768094778952067
2023-01-04 12:00:00,2023,1,4,12,1672833600,21.92148911881393,6.919857113944584,99.43783454920093,14.02108748573455,0.0,0.08,0.25513799365703066,4.864633939935919
2023-01-04 18:00:00,2023,1,4,18,1672855200,18.63113010879203,4.1027745040564,99.34478505284551,0.9848985869587698,0.0,0.08,0.32670176935071926,2.9259558336078486
2023-01-05 00:00:00,2023,1,5,0,1672876800,14.222680159952056,6.289867194367679,99.55899913380294,0.7496633672200848,0.0,0.08,0.29239043430880685,2.660230076433752
2023-01-05 06:00:00,2023,1,5,6,1672898400,19.89712491568732,5.8165542174156215,99.40387612793089,0.6847165786627533,0.0,0.08,0.34212018290748103,2.979650517979116
2023-01-05 12:00:00,2023,1,5,12,1672920000,24.56932505424384,5.472766068169307,99.37583439991967,14.131337988760409,0.0,0.08,0.3200388637087532,4.969554166249633
2023-01-05 18:00:00,2023,1,5,18,1672941600,17.689485393688887,3.8509871474920554,99.53886158322236,0.8676007660920142,0.0,0.08,0.29391419213750986,2.5585427810421164
2023-01-06 00:00:00,2023,1,6,0,1672963200,12.519496573153091,7.585527619092014,99.55981842528661,0.2149570504733237,0.0,0.08,0.28882637788895016,2.76619951569422
2023-01-06 06:00:00,2023,1,6,6,1672984800,16.111119188026723,4.012479584822039,99.47141976148797,0.46408064229660817,0.0,0.08,0.28536673336574697,2.586940226112752
2023-01-06 12:00:00,2023,1,6,12,1673006400,20.171680176168316,8.179997897116646,99.67998519109925,13.814949175356613,0.0,0.08,0.3148129155616287,4.650129291181823
2023-01-06 18:00:00,2023,1,6,18,1673028000,19.36039032562092,4.604364017767785,99.46013409324314,0.5578911706934058,1.3585024884105341,0.08,0.30161542540922515,2.635072286052338
2023-01-07 00:00:00,2023,1,7,0,1673049600,13.897422708334433,10.712134481199048,99.27198516484975,0.485833182608413,5.300910148495377,0.09560030745038878,0.32945032918838907,3.2513838501541996
2023-01-07 06:00:00,2023,1,7,6,1673071200,16.49264797484272,4.452087544962319,99.2507672238104,0.9810086799851359,0.0,0.08,0.2952539733373325,2.468066850180588
2023-01-07 12:00:00,2023,1,7,12,1673092800,24.25082216653334,3.7970448418404126,99.35180945931388,13.297710289357864,0.0,0.08,0.23790980555713173,4.593553747976372
2023-01-07 18:00:00,2023,1,7,18,1673114400,18.177422381256246,4.311194772729811,99.21820777242377,0.597691374829816,0.0,0.08,0.3138842396951576,3.308066562865778
2023-01-08 00:00:00,2023,1,8,0,1673136000,14.957969345300766,3.9284061308557603,99.37963105474233,0.335614775628139,10.456256916028577,0.16141318959532777,0.2596191085073939,2.785043878531866
2023-01-08 06:00:00,2023,1,8,6,1673157600,16.759045316093026,4.417710114423367,99.47145430947948,0.9425560374258373,0.0,0.08,0.2882130093524739,3.136184481089341
2023-01-08 12:00:00,2023,1,8,12,1673179200,25.04698498919215,4.619826736334884,99.02382096605272,14.014401149294825,0.0,0.08,0.3001419624249211,5.093221068797757
2023-01-08 18:00:00,2023,1,8,18,1673200800,18.513538266340255,6.1642835628782535,99.49139367326518,0.11529851848794011,0.0,0.08,0.3058869353401409,2.998512061492376
2023-01-09 00:00:00,2023,1,9,0,1673222400,15.13918821640254,8.127569743890762,99.92716068784588,0.3054115260798155,0.0,0.08,0.2921746099186185,2.534610517286901
