datetime,year,month,day,hour,system:time_start,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi,modis_et_mm
2003-01-01 00:00:00,2003,1,1,0,1041379200,13.942622712715885,3.7091363243621207,99.80978389536737,0.9566837216454395,0.0,0.08,0.34017513463917615,2.691080588115429
2003-01-01 06:00:00,2003,1,1,6,1041400800,17.103033231963042,6.7951516571419885,99.80856205854526,0.29135286025650564,0.0,0.08,0.3443317066676695,3.0196248262352734
2003-01-01 12:00:00,2003,1,1,12,1041422400,24.025128119885522,4.406044253583063,99.68377252818095,13.879592125347173,0.0,0.08,0.3629746917815571,5.228564211871459
2003-01-01 18:00:00,2003,1,1,18,1041444000,16.99635062255736,10.340137708041915,99.63060798758988,0.3523891362301243,0.0,0.08,0.35853039884509524,3.399299594999508
2003-01-02 00:00:00,2003,1,2,0,1041465600,13.370819039575375,4.04806035770884,99.33058752157632,0.0026339215744580757,0.0,0.08932435676457604,0.280571353576257,2.1555727696502704
2003-01-02 06:00:00,2003,1,2,6,1041487200,18.13385249959458,4.6803962423353145,99.22647407364886,0.5997277265910264,0.0,0.08,0.32635662557328426,3.07715561878945
2003-01-02 12:00:00,2003,1,2,12,1041508800,22.27901854591907,3.8367401920653754,99.80048659148237,13.525706189523348,0.0,0.08,0.3335733998911439,4.602792296742377
2003-01-02 18:00:00,2003,1,2,18,1041530400,17.73479479603422,4.420572809909524,99.14664620656043,0.7584350264951614,0.0,0.08346829721256152,0.3209270835560949,2.8420169033233855
2003-01-03 00:00:00,2003,1,3,0,1041552000,12.274283505254745,3.868785491722017,99.38144520624718,0.7487640801377465,0.0,0.08,0.32155419608056823,2.2426015606506846
2003-01-03 06:00:00,2003,1,3,6,1041573600,19.995788510088783,4.128017691207958,99.57254848459466,0.9460312441225,0.0,0.08,0.33125233255970205,3.2217356270895126
2003-01-03 12:00:00,2003,1,3,12,1041595200,22.188899767477732,4.04921976226962,100.22309477910838,13.57222732274304,0.0,0.08380784381628842,0.3396235270492551,4.674611140713995
2003-01-03 18:00:00,2003,1,3,18,1041616800,18.13265321764514,4.076645182280281,99.71397288293069,0.4825119035507092,0.0,0.08,0.3340224589609981,2.9969286470529752
2003-01-04 00:00:00,2003,1,4,0,1041638400,10.137892936884807,8.854381098913553,99.29904587813313,0.40040530737988334,0.0,0.08797604711177892,0.3368332193724572,2.5915487344147348
