datetime,year,month,day,hour,system:time_start,region,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi,modis_et_mm,temp_c_lag1,precip_lag1,ndvi_lag1,soil_moisture_lag1,temp_c_lag4,soil_moisture_lag4,temp_c_roll24h,solar_rad_roll24h,soil_moisture_roll24h,precip_cum48h,sin_hour,cos_hour,sin_doy,cos_doy
2020-01-02 00:00:00,2020,1,2,0,1577923200,kansas,-8.937331767846153,6.863856043265577,96.20756609246736,0.1488535855372875,0.0,0.1557217278326551,0.2480393094135283,1.3630239901660093,-0.8114161353323563,0.0,0.2323150539386942,0.1505322475425215,-13.250668542729192,0.1305998450651549,-1.419703125313688,2.7685811739136565,0.14044530072806666,0.0,0.0,1.0,0.03439806061360801,0.9994082116062598
2020-01-02 06:00:00,2020,1,2,6,1577944800,kansas,-3.266620602577143,5.172445171377143,96.6783861786472,0.2957017033050768,0.0,0.1271442925924321,0.3212632458978943,1.9819130665954117,-8.937331767846153,0.0,0.2480393094135283,0.1557217278326551,-0.9080131740782842,0.131474094479462,-2.0093549824384027,2.716171629705403,0.13936285025630918,0.0,1.0,6.123233995736766e-17,0.03439806061360801,0.9994082116062598
2020-01-02 12:00:00,2020,1,2,12,1577966400,kansas,5.092393880726616,5.377216726194746,95.7874654018666,9.505116404654228,0.0,0.1604245789009017,0.2909087939621507,3.3913534050767318,-3.266620602577143,0.0,0.3212632458978943,0.1271442925924321,4.977948576002042,0.124053133057628,-1.9807436562572591,2.6285967320295076,0.1484557117171276,0.0,1.2246467991473532e-16,-1.0,0.03439806061360801,0.9994082116062598
2020-01-02 18:00:00,2020,1,2,18,1577988000,kansas,-4.157515793910688,6.887105635787529,96.94409896017994,0.6650400626021483,0.0,0.1460099278061255,0.2488471461633942,1.8057368779617684,5.092393880726616,0.0,0.2909087939621507,0.1604245789009017,-0.8114161353323563,0.1505322475425215,-2.817268570901842,2.6536779390246847,0.14732513178302858,0.0,-1.0,-1.8369701987210297e-16,0.03439806061360801,0.9994082116062598
2020-01-03 00:00:00,2020,1,3,0,1578009600,kansas,-12.00469956037916,5.864877413254501,97.58615970481762,0.7820324859263148,0.0,0.1306692669657716,0.2321254917078622,1.7680789874422067,-4.157515793910688,0.0,0.2488471461633942,0.1460099278061255,-8.937331767846153,0.1557217278326551,-3.584110519035094,2.8119726641219414,0.14106201656630774,0.0,0.0,1.0,0.051584366869408364,0.9986686402879997
2020-01-03 06:00:00,2020,1,3,6,1578031200,kansas,-2.108622207288616,8.543351605317998,97.4428733355877,0.6533022691524305,0.0,0.1424303478569855,0.255856380546251,1.6938244000061469,-12.00469956037916,0.0,0.2321254917078622,0.1306692669657716,-3.266620602577143,0.1271442925924321,-3.2946109202129623,2.90137280558378,0.14488353038244609,0.0,1.0,6.123233995736766e-17,0.051584366869408364,0.9986686402879997
2020-01-03 12:00:00,2020,1,3,12,1578052800,kansas,6.613453796958255,6.429868113724353,96.68209500839755,9.518136712159416,11.38119249564037,0.2610038176005179,0.2556714102173609,3.658219455620528,-2.108622207288616,0.0,0.255856380546251,0.1424303478569855,5.092393880726616,0.1604245789009017,-2.914345941155053,2.904627882460077,0.17002834005735012,11.38119249564037,1.2246467991473532e-16,-1.0,0.051584366869408364,0.9986686402879997
2020-01-03 18:00:00,2020,1,3,18,1578074400,kansas,-0.3133417006316512,5.217581244183541,96.62926820850956,0.6200040180697338,0.0,0.1237238507210097,0.2061053342832776,1.7371287571607346,6.613453796958255,11.38119249564037,0.2556714102173609,0.2610038176005179,-4.157515793910688,0.1460099278061255,-1.9533024178352931,2.8933688713269734,0.16445682078607116,11.38119249564037,-1.0,-1.8369701987210297e-16,0.051584366869408364,0.9986686402879997
2020-01-04 00:00:00,2020,1,4,0,1578096000,kansas,-10.7524729589095,6.264419385495102,96.3530967262232,0.0312285772553715,0.0,0.1718495130524104,0.2333488985941528,1.7302287403147307,-0.3133417006316512,0.0,0.2061053342832776,0.1237238507210097,-12.00469956037916,0.1306692669657716,-1.640245767467878,2.7056678941592374,0.17475188230773087,11.38119249564037,0.0,1.0,0.06875540848113941,0.9976335468520451
2020-01-04 06:00:00,2020,1,4,6,1578117600,kansas,-1.6590288530040271,8.614133472217372,96.51877194427216,0.543604560245087,0.0,0.1719397334959808,0.2478236441952779,1.8392640098517588,-10.7524729589095,0.0,0.2333488985941528,0.1718495130524104,-2.108622207288616,0.1424303478569855,-1.527847428896731,2.678243466932402,0.18212922871747966,11.38119249564037,1.0,6.123233995736766e-17,0.06875540848113941,0.9976335468520451
