datetime,year,month,day,hour,system:time_start,region,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi,modis_et_mm
2024-01-01 00:00:00,2024,1,1,0,1704067200,mekong_delta,23.85413163804962,3.295699354932459,101.08339946842203,0.49537003893098547,0.0,0.2986743038179406,0.311030231965668,4.170568856655882
2024-01-01 06:00:00,2024,1,1,6,1704088800,mekong_delta,24.636320513325504,5.605947181136047,101.26571896274993,0.6148365752993764,9.174363974651007,0.4021155912468806,0.25834189273139785,4.652994630646965
2024-01-01 12:00:00,2024,1,1,12,1704110400,mekong_delta,31.534102471829,3.105188237183272,101.38984570232493,16.267998225373436,0.0,0.2892881269227324,0.3015912376146587,6.80715075022857
2024-01-01 18:00:00,2024,1,1,18,1704132000,mekong_delta,25.358288207681735,3.2142632125589468,101.21186385239392,0.5050815020919519,0.0,0.25113334309996493,0.2954861828089929,4.076747429851263
2024-01-02 00:00:00,2024,1,2,0,1704153600,mekong_delta,22.36346614631916,2.8412481099100897,101.32935135843962,0.5221770079545428,0.0,0.29071422580358725,0.2540311866180791,3.6334121986759285
2024-01-02 06:00:00,2024,1,2,6,1704175200,mekong_delta,25.87743555684226,5.362659687713437,101.58553790455643,0.06204787330320722,7.666254445558956,0.4372561734042621,0.32087419222707925,4.6768497871190995
2024-01-02 12:00:00,2024,1,2,12,1704196800,mekong_delta,29.318408596435518,3.4446982082542563,101.51597898222943,16.072464081718195,0.0,0.26867286398232854,0.3548817020684273,6.580610906767316
2024-01-02 18:00:00,2024,1,2,18,1704218400,mekong_delta,24.20367195129071,3.0069482746628804,101.0291478391756,0.6858247256094157,0.0,0.28063570410860755,0.29104031938615355,3.959868191511956
2024-01-03 00:00:00,2024,1,3,0,1704240000,mekong_delta,21.850271115048596,3.3458620969764077,101.10789141448039,0.05793997617083457,0.0,0.29726883684642924,0.27495718519120815,3.788647684355879
2024-01-03 06:00:00,2024,1,3,6,1704261600,mekong_delta,25.241065469652163,4.534935289762411,101.42687271779003,0.04945704833463975,0.0,0.2873105405984172,0.34334882733905303,4.343170106364388
2024-01-03 12:00:00,2024,1,3,12,1704283200,mekong_delta,30.333515862844777,3.3170019494414458,101.45661275002436,16.19683797561725,0.0,0.24092422909028297,0.248420749721518,6.012403224242843
2024-01-03 18:00:00,2024,1,3,18,1704304800,mekong_delta,25.429457970765664,4.818786075500891,101.67715122230054,0.7542292045987871,0.0,0.3033769360633747,0.3251281836004062,4.13701057306335
2024-01-04 00:00:00,2024,1,4,0,1704326400,mekong_delta,22.49555092559074,5.051958153625494,101.18985795991377,0.375820601293875,22.83189149051852,0.48,0.2694230725133949,4.853157724412113
2024-01-04 06:00:00,2024,1,4,6,1704348000,mekong_delta,25.542001491682047,2.992195588698089,101.16641209233889,0.8239848606845571,0.0,0.253252510304042,0.33436500354272214,4.211643303701034
2024-01-04 12:00:00,2024,1,4,12,1704369600,mekong_delta,29.62974809031681,3.323870764288865,101.58331836995121,15.766762408316946,0.0,0.2722900661782355,0.3254066820148851,6.4072141093788755
2024-01-04 18:00:00,2024,1,4,18,1704391200,mekong_delta,25.60123298504122,4.268909330582041,101.56128173902611,1.076171592106259,0.0,0.27362319864838225,0.2564378375640945,4.04485266834953
2024-01-05 00:00:00,2024,1,5,0,1704412800,mekong_delta,21.480215357977805,3.273922952072936,101.42344290697848,0.9455797091448961,0.0,0.28276760091745967,0.3072615685366727,3.7776259296074994
2024-01-05 06:00:00,2024,1,5,6,1704434400,mekong_delta,25.499359305334792,4.047811671816204,101.3191614469046,0.5241928689976536,0.0,0.2916773047852925,0.2599709881692533,3.990714843311112
2024-01-05 12:00:00,2024,1,5,12,1704456000,mekong_delta,31.391652370580655,4.065162914902836,101.75159243519605,16.14323136453401,0.0,0.2665757191099395,0.28352808522180184,6.451734863967259
2024-01-05 18:00:00,2024,1,5,18,1704477600,mekong_delta,27.671412597369272,3.2659224212982996,101.38044734534255,0.8681352662338357,0.0,0.27654479356228134,0.24968300074445002,3.8055271002322764
2024-01-06 00:00:00,2024,1,6,0,1704499200,mekong_delta,23.41160005869641,4.035714467141034,101.28464158131958,0.6792393510432336,0.0,0.25228739131197886,0.3251509275560281,4.1050614302845245
2024-01-06 06:00:00,2024,1,6,6,1704520800,mekong_delta,28.246114755632775,5.926863198998706,101.35009706697899,0.8866408633203525,0.0,0.26685018757939744,0.33807305048461805,4.5015745969629375
2024-01-06 12:00:00,2024,1,6,12,1704542400,mekong_delta,29.4993621971671,4.49783408834472,101.31517966806587,15.837896969098848,0.0,0.2877260159936403,0.2918464740731661,6.3594297278876635
2024-01-06 18:00:00,2024,1,6,18,1704564000,mekong_delta,26.585933225206713,5.153923971945424,101.71894833817947,0.5976590223648268,0.0,0.25893666423759104,0.33427561311493903,4.042461532927314
2024-01-07 00:00:00,2024,1,7,0,1704585600,mekong_delta,24.029710893091824,3.911479699352448,101.3957052772521,0.4247624772078539,0.0,0.27834678629474674,0.31999289439005796,4.039745709533376
2024-01-07 06:00:00,2024,1,7,6,1704607200,mekong_delta,26.51383691308816,3.194456100208777,101.63093494508422,0.8322636418316198,6.843625916025626,0.3880982593991639,0.29794972071921694,4.699560322935656
2024-01-07 12:00:00,2024,1,7,12,1704628800,mekong_delta,29.36794188069902,5.4317388454154445,101.55119097251198,15.963132923263482,0.0,0.27595531331840045,0.32850840519040503,6.594379825392574
2024-01-07 18:00:00,2024,1,7,18,1704650400,mekong_delta,25.898241786254488,3.016340257199609,101.33045360322897,0.9168549373493369,0.0,0.2500049628430862,0.32261785607434607,4.149668573768283
2024-01-08 00:00:00,2024,1,8,0,1704672000,mekong_delta,22.926156854116133,4.407991796493983,101.19356869106751,0.9668197462683296,0.0,0.26605801622037467,0.3864703816729922,4.209362871856447
2024-01-08 06:00:00,2024,1,8,6,1704693600,mekong_delta,27.31781611137094,3.414441418129144,101.48003865432206,0.057619075924485674,0.0,0.26666150135507055,0.24733992676450545,3.616158885465523
2024-01-08 12:00:00,2024,1,8,12,1704715200,mekong_delta,28.965156255787612,5.226815006176192,101.30650898091203,16.3074684795991,0.0,0.2684004572644587,0.32088868700440687,6.560753440757801
2024-01-08 18:00:00,2024,1,8,18,1704736800,mekong_delta,26.8350427445012,3.0856833712976637,101.53093962012004,1.0867364774152077,0.0,0.27485674492224527,0.34005729372875754,4.522670954837885
2024-01-09 00:00:00,2024,1,9,0,1704758400,mekong_delta,22.994875182362176,4.450075211391665,101.33479347558612,0.9366644106986484,0.0,0.25488148566713326,0.32499644223305757,3.8443530542171582
2024-01-09 06:00:00,2024,1,9,6,1704780000,mekong_delta,26.30756848789943,5.212189311114192,101.62244326664207,0.9357919338734298,0.0,0.25968633660521223,0.3205108038242924,4.107573889766975
2024-01-09 12:00:00,2024,1,9,12,1704801600,mekong_delta,30.602428890465564,4.218678653299588,101.58631798987825,15.570946994340783,0.0,0.277508546987586,0.33353904116024585,6.50789549164612
2024-01-09 18:00:00,2024,1,9,18,1704823200,mekong_delta,24.085761906019762,3.35711855756545,101.55687813062237,1.1137675771603182,10.768899441211456,0.4228271779453529,0.28526999936111286,4.70977570910968
2024-01-10 00:00:00,2024,1,10,0,1704844800,mekong_delta,21.871806305292615,4.431710953183835,101.46391382637358,0.722018180950389,2.3332907840163517,0.28365311773671914,0.3298498072268873,4.092033014959808
2024-01-10 06:00:00,2024,1,10,6,1704866400,mekong_delta,24.662458636701352,3.3175623750367698,101.69500430118266,0.7546250561792291,4.107676467434036,0.3103201134994681,0.38717583008138523,4.321914502172819
2024-01-10 12:00:00,2024,1,10,12,1704888000,mekong_delta,29.9134967755447,3.6955473168636948,101.20477963193052,16.466350676662515,0.0,0.3140298554530824,0.30093780291578637,6.707747003258495
2024-01-10 18:00:00,2024,1,10,18,1704909600,mekong_delta,26.178981370948424,3.2096142745198515,101.33227600589154,0.8921555238063685,0.0,0.2537761259460066,0.3042528308576517,4.144959536791231
2024-01-11 00:00:00,2024,1,11,0,1704931200,mekong_delta,23.604685613493576,3.083914398800597,101.18568511458174,0.10501232631427623,0.0,0.28527932214686935,0.3474756309778977,4.182088130817158
2024-01-11 06:00:00,2024,1,11,6,1704952800,mekong_delta,25.81600552136463,3.021961971656971,101.36806416961531,0.07267682234735591,0.0,0.25030721793801886,0.32396754658113647,4.079377374102803
