datetime,year,month,day,hour,system:time_start,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi
1992-01-01 00:00:00,1992,1,1,0,694224000,13.97252889425849,5.144395323852303,99.3115392738531,0.982633553433662,0.0,0.08,0.30943305897176987
1992-01-01 06:00:00,1992,1,1,6,694245600,20.38516561134502,4.009786408358196,98.96976871846825,0.8923834719150759,0.0,0.08,0.3138980086217695
1992-01-01 12:00:00,1992,1,1,12,694267200,23.424286974079973,5.120212706871788,99.82741989092054,13.467513541300287,0.0,0.08,0.3190921104627177
1992-01-01 18:00:00,1992,1,1,18,694288800,20.990481773022665,5.162032831739986,99.61149427770275,0.9394761885660718,0.0,0.08039324923648333,0.3423242953008163
1992-01-02 00:00:00,1992,1,2,0,694310400,13.0201403503079,4.860481481078712,99.24259792544014,0.2833214687109502,0.0,0.08,0.3668982340446543
1992-01-02 06:00:00,1992,1,2,6,694332000,18.480439302716835,3.7961452927547703,99.2329457753644,0.8655421757378148,0.0,0.08,0.31351098547018347
1992-01-02 12:00:00,1992,1,2,12,694353600,20.48003238923468,5.455476590191239,99.5055037616619,13.154423122445936,0.0,0.08,0.33642999483172253
1992-01-02 18:00:00,1992,1,2,18,694375200,19.536414724027786,6.386620353665485,99.527023885663,0.5023889380824477,0.0,0.08,0.33687856958502854
1992-01-03 00:00:00,1992,1,3,0,694396800,11.467835399234191,4.18764681689304,98.99240708289263,0.18508611988687695,0.0,0.08,0.32747965307364435
1992-01-03 06:00:00,1992,1,3,6,694418400,19.87487749560784,6.398510121137932,99.26246071735065,0.23604685590432828,0.0,0.08,0.2867031381784942
1992-01-03 12:00:00,1992,1,3,12,694440000,23.456296677185854,8.062474603370784,99.39999866465607,13.253775104512371,0.0,0.08,0.35530980524697675
1992-01-03 18:00:00,1992,1,3,18,694461600,20.168173264148948,3.812111478609043,99.51129629639324,0.4476418365440336,0.0,0.08,0.3375414554033909
1992-01-04 00:00:00,1992,1,4,0,694483200,11.885340136950234,4.151095839399504,99.54753842067517,0.9483941965817102,4.458606262693196,0.08658673949143682,0.32158914408080064
1992-01-04 06:00:00,1992,1,4,6,694504800,18.20123267610878,5.052519209407785,99.42129479778009,0.009805732817732005,0.0,0.08,0.35235744498017185
