datetime,year,month,day,hour,system:time_start,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi,modis_et_mm
2010-01-01 00:00:00,2010,1,1,0,1262304000,10.256917745069481,5.21672267427617,99.9565388709537,0.9727566788707015,5.482317686445408,0.10574988092063949,0.2769637308182476,2.4895322022115316
2010-01-01 06:00:00,2010,1,1,6,1262325600,17.58607457194447,4.733367276788864,99.32628197095187,0.07350387967413619,0.0,0.08,0.341528731978737,2.8296352256570736
2010-01-01 12:00:00,2010,1,1,12,1262347200,20.314303159208148,6.210462668061394,99.5592922252855,13.653350326343741,0.0,0.08,0.3119126661039011,4.408897096008849
2010-01-01 18:00:00,2010,1,1,18,1262368800,19.11537518163909,3.9101178298249635,99.31098753391434,0.028392673307097986,0.0,0.08,0.3857169359474255,3.1803717982899924
2010-01-02 00:00:00,2010,1,2,0,1262390400,11.193660248890328,7.624317298901138,99.43738686520716,0.7306332461301501,0.0,0.08,0.3128603257211552,2.713501566674236
2010-01-02 06:00:00,2010,1,2,6,1262412000,18.57882998426837,4.938579921214651,99.45867564719502,0.7932737158527465,0.0,0.08,0.30810343797799894,3.071407916617372
2010-01-02 12:00:00,2010,1,2,12,1262433600,25.98352652685414,4.324951155027091,99.52696578966986,13.134576300667568,0.0,0.08,0.3237452285406584,4.988483301244066
2010-01-02 18:00:00,2010,1,2,18,1262455200,18.96182061912327,4.980902250073099,99.29653843674805,0.8392447516593172,0.0,0.08,0.3620528906182635,3.047989659036023
2010-01-03 00:00:00,2010,1,3,0,1262476800,15.08630321313407,3.8302143605506034,98.91190389719154,0.40195714208885436,0.0,0.08,0.30819513391384734,2.5467332389298134
2010-01-03 06:00:00,2010,1,3,6,1262498400,20.307969910651515,4.636074777936301,99.37485818434976,0.29587575822639445,0.0,0.08,0.2992573592348722,2.721603267451307
2010-01-03 12:00:00,2010,1,3,12,1262520000,23.43843636687143,4.546827269035202,99.3219371065784,13.26077282025432,0.0,0.08,0.37166124127159517,5.06750602988174
2010-01-03 18:00:00,2010,1,3,18,1262541600,16.464655699194903,3.6868904538716714,99.90497053902767,0.10815507327381385,0.0,0.08,0.3270976938321823,2.4709419024654866
2010-01-04 00:00:00,2010,1,4,0,1262563200,16.046940538037525,5.134464852424178,99.69977493157819,0.34783598998436305,0.0,0.08888723423313406,0.3566621684502087,2.9715145484675545
2010-01-04 06:00:00,2010,1,4,6,1262584800,19.407099634146615,4.568195512585975,99.99552621091311,0.39593623781090925,0.0,0.08,0.29060880440585934,2.810565315157964
2010-01-04 12:00:00,2010,1,4,12,1262606400,24.205068549026038,6.871632166091311,99.34579875158556,14.14027426177276,0.0,0.08,0.35159215147877976,4.992422446686283
2010-01-04 18:00:00,2010,1,4,18,1262628000,18.174846894694436,6.905654884656705,99.84126627341175,0.9259277514292439,9.512383664243716,0.1379925859518351,0.3187763774572634,2.913022870703621
2010-01-05 00:00:00,2010,1,5,0,1262649600,13.839938551023945,4.097656265040009,99.11619032590278,0.9448287659837264,0.0,0.08,0.29766931549453,2.4150237336617826
2010-01-05 06:00:00,2010,1,5,6,1262671200,14.22643325578478,5.432268480876196,99.9192706993055,0.3226095646320216,0.0,0.08,0.35716004938157697,2.628256850579116
2010-01-05 12:00:00,2010,1,5,12,1262692800,26.141614157045595,9.624343055284726,98.95063772635382,13.395159293950293,0.0,0.08,0.33086236664809726,5.127938437280546
2010-01-05 18:00:00,2010,1,5,18,1262714400,19.602875058170365,4.0056350663704166,99.74545094762749,0.10798708539181728,0.0,0.08,0.31698133399515604,2.9411973026650524
2010-01-06 00:00:00,2010,1,6,0,1262736000,13.387674417874349,4.039335687311408,98.49605161082278,0.41607794227446815,3.233468089805611,0.09719937385590707,0.30763538042477034,2.3011906787704977
2010-01-06 06:00:00,2010,1,6,6,1262757600,17.78874698312059,3.745593834467905,99.0386828075588,0.3528789543072477,0.0,0.08,0.29066400033439,2.4863609628573196
2010-01-06 12:00:00,2010,1,6,12,1262779200,22.40042098596056,5.357480161741301,99.47718898622361,13.51059654569948,0.0,0.08,0.2720903920305422,4.756797999417845
2010-01-06 18:00:00,2010,1,6,18,1262800800,19.71194513654344,5.711244296818766,99.43524023830203,0.0676687538607938,0.0,0.08,0.27513228427968445,3.1481305897702265
2010-01-07 00:00:00,2010,1,7,0,1262822400,13.361020670340755,5.5986072512556895,99.65805032052928,0.37155701945703346,0.0,0.08,0.31583096037647423,2.5631846018404287
2010-01-07 06:00:00,2010,1,7,6,1262844000,15.111369599621922,6.822080973140845,99.85690914574788,0.8416485725033025,0.0,0.08,0.2893291165962589,2.874094810253098
2010-01-07 12:00:00,2010,1,7,12,1262865600,21.815413751200122,3.8427070788455016,99.47081435629639,13.858977617367378,0.0,0.08,0.2756874062569017,4.548368877553111
2010-01-07 18:00:00,2010,1,7,18,1262887200,17.660888273148835,4.793971296020097,99.49823394396276,0.8628676172933797,0.0,0.08,0.2689218446835816,2.75692717978053
2010-01-08 00:00:00,2010,1,8,0,1262908800,14.125236432591294,5.721774554843442,99.85232664822388,0.05739282200295459,0.0,0.08,0.30070328247477274,2.7147962277479927
2010-01-08 06:00:00,2010,1,8,6,1262930400,18.629681166594953,4.009588765685046,99.17516463891279,0.25082096745834626,0.0,0.08,0.30308605754387713,2.4394393646129924
2010-01-08 12:00:00,2010,1,8,12,1262952000,22.80463485481373,4.79549441149825,99.01683391758398,13.51343240895684,0.0,0.08,0.3267175800598629,5.05758934741293
2010-01-08 18:00:00,2010,1,8,18,1262973600,14.700322871451156,7.6178476619531414,99.05947050091598,0.5476922486172489,0.0,0.08,0.3078686714062589,2.8170916730509328
2010-01-09 00:00:00,2010,1,9,0,1262995200,13.179497143910908,3.8923153600372036,99.28891894116323,0.9519452366233622,0.0,0.08,0.30821345234154995,2.054815032229605
