datetime,year,month,day,hour,system:time_start,temp_c,wind_speed,pressure_kpa,solar_rad,precip,soil_moisture,ndvi
1994-01-01 00:00:00,1994,1,1,0,757382400,15.793072162256662,4.798875949257229,99.20858869676945,0.23808560546763136,0.0,0.08,0.2957788715695452
1994-01-01 06:00:00,1994,1,1,6,757404000,19.122365153671723,4.210380453010122,99.18192684502291,0.3530570570879663,0.0,0.08,0.30519743129480287
1994-01-01 12:00:00,1994,1,1,12,757425600,21.056310917614276,4.707239325831613,99.9965521394802,13.34673898839321,0.0,0.08,0.3659087112290341
1994-01-01 18:00:00,1994,1,1,18,757447200,20.065497091125522,4.883373942629365,99.60814913787223,0.06381604670120528,0.0,0.08,0.32514788897227104
1994-01-02 00:00:00,1994,1,2,0,757468800,12.619890359415011,3.7743931623364917,99.28246794847763,0.25651315027016264,0.0,0.08,0.28555875207842274
1994-01-02 06:00:00,1994,1,2,6,757490400,17.480104579336007,4.300853942469949,99.499327818313,0.7110606457619325,0.0,0.08,0.2915218683884008
1994-01-02 12:00:00,1994,1,2,12,757512000,23.57976625661691,4.227004642368194,99.7540503802132,13.596657632259516,0.0,0.08,0.3112875837966597
1994-01-02 18:00:00,1994,1,2,18,757533600,14.90400230665794,3.720104077733876,99.38113054719649,0.04407698685366395,0.0,0.08,0.29373732938091907
1994-01-03 00:00:00,1994,1,3,0,757555200,14.296787317069583,6.451205245135826,99.59566757260839,0.5768673950659147,0.0,0.08,0.3074168528180861
1994-01-03 06:00:00,1994,1,3,6,757576800,17.723061660425664,4.4427907650237195,99.87828238644045,0.978925815029837,0.0,0.08,0.32050173142306976
1994-01-03 12:00:00,1994,1,3,12,757598400,21.1997858115515,3.734018888809606,99.98051490751108,13.3823941770045,0.0,0.10050533164912648,0.28898235125581406
1994-01-03 18:00:00,1994,1,3,18,757620000,17.708676058235927,5.634211031088162,99.35341860267332,0.2515446381329181,0.0,0.08,0.34016037078708344
1994-01-04 00:00:00,1994,1,4,0,757641600,12.744965533026287,6.044045105012071,99.49750394140409,0.9617652294914869,0.0,0.08,0.34370585164416817
1994-01-04 06:00:00,1994,1,4,6,757663200,18.074978839619543,7.858481653453304,99.34142822694147,0.865052436648786,0.0,0.08,0.31211736360976344
1994-01-04 12:00:00,1994,1,4,12,757684800,20.674207608176662,4.231512496799013,99.7933110089117,13.213159793529773,0.0,0.08,0.28949669199350514
1994-01-04 18:00:00,1994,1,4,18,757706400,16.514888246422352,4.327926798549361,99.7520141438214,0.7570061547724223,0.0,0.08,0.3154650398500123
1994-01-05 00:00:00,1994,1,5,0,757728000,14.018886876795884,5.984522051806535,99.41222589816377,0.9158272876550355,0.0,0.08,0.31589564215498117
1994-01-05 06:00:00,1994,1,5,6,757749600,17.836294857637505,4.542694248053102,99.96390273924062,0.009930251260879541,0.0,0.08,0.3294110070018646
1994-01-05 12:00:00,1994,1,5,12,757771200,21.718990741922287,4.498405839358521,99.6005824802253,13.666893619098202,0.0,0.08,0.3353557964941232
1994-01-05 18:00:00,1994,1,5,18,757792800,16.729212123238085,4.088537533101594,99.42958167564088,0.7453581253776306,0.0,0.08,0.3038128220448118
1994-01-06 00:00:00,1994,1,6,0,757814400,12.632144672250767,4.230405205779015,99.62389250340686,0.5154645943853912,0.0,0.08,0.2702914091057477
1994-01-06 06:00:00,1994,1,6,6,757836000,15.978015140631705,3.8043913741500006,99.61262530200852,0.8020222834810656,0.0,0.08,0.298999267420393
1994-01-06 12:00:00,1994,1,6,12,757857600,23.54699791358579,3.795498470145375,99.6385950367045,13.540366559169302,0.0,0.08,0.27396831314380304
1994-01-06 18:00:00,1994,1,6,18,757879200,15.543302887157363,7.449778179063327,99.7976419882304,0.19023157976989752,3.133109791641566,0.08,0.3110343522372392
1994-01-07 00:00:00,1994,1,7,0,757900800,13.937546602826995,7.576253906852793,99.43600765270845,0.9297010182556266,0.0,0.08,0.2361004516505614
1994-01-07 06:00:00,1994,1,7,6,757922400,16.217824252756863,4.966356391824493,99.015751425324,0.025593555229769027,0.0,0.08,0.3113232012169435
1994-01-07 12:00:00,1994,1,7,12,757944000,22.624828017526443,3.831626657066454,99.54094292192356,14.078310125473683,0.0,0.08,0.25698790133486016
1994-01-07 18:00:00,1994,1,7,18,757965600,18.406781820605584,3.7895759730022545,99.13390714880384,0.9259114555827768,0.0,0.08,0.39068157277008897
1994-01-08 00:00:00,1994,1,8,0,757987200,13.14935666873645,7.588420537574462,99.3948384351493,0.9274062053567701,0.0,0.08,0.3056503217263737
1994-01-08 06:00:00,1994,1,8,6,758008800,19.333100818352648,6.315372343262931,99.5457674805261,0.7531216681851907,0.0,0.08,0.34359783794446647
1994-01-08 12:00:00,1994,1,8,12,758030400,23.160238387857557,4.3664845611016085,99.6547914277531,13.929985500635997,0.0,0.08,0.2598994926680638
1994-01-08 18:00:00,1994,1,8,18,758052000,16.665915846984788,3.9289628573062467,99.4802012356088,0.2727529926233397,0.0,0.08,0.3039726313761657
1994-01-09 00:00:00,1994,1,9,0,758073600,15.276021891697773,4.44098113668373,99.4869424368208,0.7701198838028591,0.0,0.08,0.32675270074856594
1994-01-09 06:00:00,1994,1,9,6,758095200,18.460300339455177,4.028511440317865,99.68180633284842,0.8340840187251732,0.0,0.08,0.2855413615739879
1994-01-09 12:00:00,1994,1,9,12,758116800,28.316825322994937,4.963055385701048,99.9863033412556,13.907039597359887,0.0,0.08,0.2991244843292689
1994-01-09 18:00:00,1994,1,9,18,758138400,15.63150227209522,14.029331721767662,99.35001650197515,0.6951934052255584,0.0,0.08,0.23332936283282948
1994-01-10 00:00:00,1994,1,10,0,758160000,13.330387846591583,4.3963263872391565,99.142502824245,0.8107197342797998,0.0,0.08,0.26718466655748735
1994-01-10 06:00:00,1994,1,10,6,758181600,18.117847121418972,5.47370185609225,99.17334107696377,0.9020571938569445,0.0,0.08,0.31250264028410407
1994-01-10 12:00:00,1994,1,10,12,758203200,22.92605903779652,7.070488867369251,99.44981146715166,14.197165419211249,0.0,0.08,0.26774146408901234
1994-01-10 18:00:00,1994,1,10,18,758224800,15.50439872524019,5.610657905560929,99.0660737637955,0.9119907698752826,2.406456954215827,0.08,0.28280778262980877
1994-01-11 00:00:00,1994,1,11,0,758246400,13.943117868031344,4.729816897820089,99.68446837259776,0.4588086527110874,0.0,0.08,0.28400239999305743
1994-01-11 06:00:00,1994,1,11,6,758268000,15.474789950644247,4.788352304464565,99.94192196881762,0.9499400433671534,0.0,0.08,0.3116295522240098
1994-01-11 12:00:00,1994,1,11,12,758289600,24.610312601554142,8.131121805429654,99.11814413881146,14.097901448643228,0.0,0.08,0.28811359532557357
1994-01-11 18:00:00,1994,1,11,18,758311200,20.829208795524515,3.9082885227521835,99.43345441162988,0.204200608239651,0.0,0.08,0.24485755598864367
1994-01-12 00:00:00,1994,1,12,0,758332800,15.674049633354162,4.048327591264725,99.88363063702197,0.5412585604226964,0.0,0.08,0.30154919447762535
1994-01-12 06:00:00,1994,1,12,6,758354400,15.18403954188703,5.58686951704914,99.65501300628236,0.18969766105942576,0.0,0.08,0.24955045462273456
